,Actual,Predicted,Dates
8637,333.0,356.38394,2011-12-28 00:00:00
8638,262.0,321.39914,2011-12-28 01:00:00
8639,199.0,245.96259,2011-12-28 02:00:00
8640,169.0,183.01492,2011-12-28 03:00:00
8641,154.0,158.20401,2011-12-28 04:00:00
8642,145.0,146.3036,2011-12-28 05:00:00
8643,163.0,138.59962,2011-12-28 06:00:00
8644,184.0,157.6754,2011-12-28 07:00:00
8645,187.0,178.49168,2011-12-28 08:00:00
8646,132.0,180.96344,2011-12-28 09:00:00
8647,134.0,124.0742,2011-12-28 10:00:00
8648,108.0,125.60814,2011-12-28 11:00:00
8649,115.0,98.88142,2011-12-28 12:00:00
8650,101.0,112.77607,2011-12-28 13:00:00
8651,63.0,97.54718,2011-12-28 14:00:00
8652,99.0,62.29625,2011-12-28 15:00:00
8653,137.0,104.9216,2011-12-28 16:00:00
8654,200.0,143.2367,2011-12-28 17:00:00
8655,316.0,206.60065,2011-12-28 18:00:00
8656,437.0,330.8748,2011-12-28 19:00:00
8657,228.0,451.14142,2011-12-28 20:00:00
8658,104.0,193.71696,2011-12-28 21:00:00
8659,87.0,80.94956,2011-12-28 22:00:00
8660,66.0,80.59271,2011-12-28 23:00:00
8661,62.0,61.687305,2011-12-29 00:00:00
8662,61.0,61.54363,2011-12-29 01:00:00
8663,47.0,63.6098,2011-12-29 02:00:00
8664,52.0,46.017143,2011-12-29 03:00:00
8665,50.0,53.408474,2011-12-29 04:00:00
8666,42.0,49.162308,2011-12-29 05:00:00
8667,33.0,41.902782,2011-12-29 06:00:00
8668,41.0,33.018566,2011-12-29 07:00:00
8669,36.0,42.155235,2011-12-29 08:00:00
8670,40.0,36.651386,2011-12-29 09:00:00
8671,46.0,41.754227,2011-12-29 10:00:00
8672,57.0,47.03231,2011-12-29 11:00:00
8673,64.0,58.255104,2011-12-29 12:00:00
8674,68.0,64.55888,2011-12-29 13:00:00
8675,72.0,67.4855,2011-12-29 14:00:00
8676,73.0,72.96718,2011-12-29 15:00:00
8677,78.0,72.99678,2011-12-29 16:00:00
8678,79.0,77.63992,2011-12-29 17:00:00
8679,82.0,78.20445,2011-12-29 18:00:00
8680,87.0,81.194626,2011-12-29 19:00:00
8681,91.0,85.99244,2011-12-29 20:00:00
8682,79.0,90.40723,2011-12-29 21:00:00
8683,64.0,76.589775,2011-12-29 22:00:00
8684,69.0,61.24301,2011-12-29 23:00:00
8685,71.0,68.26193,2011-12-30 00:00:00
8686,67.0,70.24979,2011-12-30 01:00:00
8687,64.0,67.127,2011-12-30 02:00:00
8688,64.0,65.33916,2011-12-30 03:00:00
8689,70.0,65.58575,2011-12-30 04:00:00
8690,71.0,69.90295,2011-12-30 05:00:00
8691,79.0,73.42311,2011-12-30 06:00:00
8692,80.0,79.60944,2011-12-30 07:00:00
8693,81.0,82.840836,2011-12-30 08:00:00
8694,91.0,81.844124,2011-12-30 09:00:00
8695,101.0,93.77382,2011-12-30 10:00:00
8696,112.0,101.402176,2011-12-30 11:00:00
8697,123.0,115.06297,2011-12-30 12:00:00
8698,141.0,125.91911,2011-12-30 13:00:00
8699,150.0,146.50378,2011-12-30 14:00:00
8700,170.0,150.73508,2011-12-30 15:00:00
8701,190.0,172.82985,2011-12-30 16:00:00
8702,201.0,191.4146,2011-12-30 17:00:00
8703,211.0,202.71268,2011-12-30 18:00:00
8704,218.0,214.0014,2011-12-30 19:00:00
8705,222.0,215.81445,2011-12-30 20:00:00
8706,207.0,223.29851,2011-12-30 21:00:00
8707,208.0,201.10161,2011-12-30 22:00:00
8708,195.0,202.40836,2011-12-30 23:00:00
8709,163.0,186.58635,2011-12-31 00:00:00
8710,196.0,153.49895,2011-12-31 01:00:00
8711,175.0,191.67427,2011-12-31 02:00:00
8712,144.0,167.08174,2011-12-31 03:00:00
8713,137.0,135.16628,2011-12-31 04:00:00
8714,128.0,132.11087,2011-12-31 05:00:00
8715,135.0,122.656845,2011-12-31 06:00:00
8716,157.0,130.4256,2011-12-31 07:00:00
8717,164.0,153.38548,2011-12-31 08:00:00
8718,155.0,159.07326,2011-12-31 09:00:00
8719,159.0,147.95396,2011-12-31 10:00:00
8720,130.0,146.68933,2011-12-31 11:00:00
8721,98.0,117.189705,2011-12-31 12:00:00
8722,82.0,87.612724,2011-12-31 13:00:00
8723,71.0,73.91533,2011-12-31 14:00:00
8724,66.0,65.04723,2011-12-31 15:00:00
8725,72.0,61.747643,2011-12-31 16:00:00
8726,192.0,76.01372,2011-12-31 17:00:00
8727,209.0,206.7996,2011-12-31 18:00:00
8728,209.0,217.91734,2011-12-31 19:00:00
8729,217.0,211.31964,2011-12-31 20:00:00
8730,223.0,216.69807,2011-12-31 21:00:00
8731,251.0,224.09534,2011-12-31 22:00:00
8732,283.0,243.8885,2011-12-31 23:00:00
8733,275.0,286.12964,2012-01-01 00:00:00
8734,303.0,265.26172,2012-01-01 01:00:00
8735,215.0,298.70834,2012-01-01 02:00:00
8736,222.0,198.16034,2012-01-01 03:00:00
8737,85.0,212.20657,2012-01-01 04:00:00
8738,38.0,67.0761,2012-01-01 05:00:00
8739,23.0,29.208166,2012-01-01 06:00:00
8740,19.0,20.585854,2012-01-01 07:00:00
8741,14.0,18.50103,2012-01-01 08:00:00
8742,16.0,13.576716,2012-01-01 09:00:00
8743,21.0,14.803382,2012-01-01 10:00:00
8744,22.0,19.818928,2012-01-01 11:00:00
8745,22.0,20.289904,2012-01-01 12:00:00
8746,17.0,20.19773,2012-01-01 13:00:00
8747,22.0,15.704802,2012-01-01 14:00:00
8748,29.0,20.471636,2012-01-01 15:00:00
8749,39.0,29.35718,2012-01-01 16:00:00
8750,42.0,46.78494,2012-01-01 17:00:00
8751,55.0,46.756844,2012-01-01 18:00:00
8752,55.0,63.8964,2012-01-01 19:00:00
8753,72.0,62.653343,2012-01-01 20:00:00
8754,81.0,76.70168,2012-01-01 21:00:00
8755,80.0,85.828316,2012-01-01 22:00:00
8756,128.0,80.7065,2012-01-01 23:00:00
8757,114.0,133.64159,2012-01-02 00:00:00
8758,97.0,113.57124,2012-01-02 01:00:00
8759,79.0,95.43816,2012-01-02 02:00:00
8760,88.0,77.932945,2012-01-02 03:00:00
8761,87.0,88.43602,2012-01-02 04:00:00
8762,98.0,87.6536,2012-01-02 05:00:00
8763,99.0,99.276375,2012-01-02 06:00:00
8764,100.0,99.73556,2012-01-02 07:00:00
8765,104.0,103.75742,2012-01-02 08:00:00
8766,131.0,105.88878,2012-01-02 09:00:00
8767,134.0,134.75668,2012-01-02 10:00:00
8768,169.0,135.26015,2012-01-02 11:00:00
8769,133.0,172.79329,2012-01-02 12:00:00
8770,39.0,129.2368,2012-01-02 13:00:00
8771,12.0,25.57981,2012-01-02 14:00:00
8772,19.0,8.715357,2012-01-02 15:00:00
8773,14.0,19.779634,2012-01-02 16:00:00
8774,13.0,15.98688,2012-01-02 17:00:00
8775,13.0,16.337898,2012-01-02 18:00:00
8776,16.0,15.743246,2012-01-02 19:00:00
8777,8.0,17.610634,2012-01-02 20:00:00
8778,10.0,9.72458,2012-01-02 21:00:00
8779,27.0,11.746342,2012-01-02 22:00:00
8780,18.0,27.518248,2012-01-02 23:00:00
8781,14.0,18.762178,2012-01-03 00:00:00
8782,16.0,14.8015785,2012-01-03 01:00:00
8783,17.0,17.40101,2012-01-03 02:00:00
8784,11.0,18.02431,2012-01-03 03:00:00
8785,11.0,12.373032,2012-01-03 04:00:00
8786,12.0,11.622332,2012-01-03 05:00:00
8787,15.0,13.339266,2012-01-03 06:00:00
8788,17.0,16.062607,2012-01-03 07:00:00
8789,14.0,17.601355,2012-01-03 08:00:00
8790,16.0,13.625289,2012-01-03 09:00:00
8791,18.0,15.477765,2012-01-03 10:00:00
8792,24.0,17.953978,2012-01-03 11:00:00
8793,16.0,22.656559,2012-01-03 12:00:00
8794,18.0,15.147736,2012-01-03 13:00:00
8795,13.0,18.049738,2012-01-03 14:00:00
8796,23.0,12.091979,2012-01-03 15:00:00
8797,13.0,22.78854,2012-01-03 16:00:00
8798,11.0,12.79692,2012-01-03 17:00:00
8799,8.0,11.360249,2012-01-03 18:00:00
8800,19.0,7.994502,2012-01-03 19:00:00
8801,11.0,18.962223,2012-01-03 20:00:00
8802,12.0,10.62531,2012-01-03 21:00:00
8803,10.0,11.824232,2012-01-03 22:00:00
8804,16.0,10.348207,2012-01-03 23:00:00
8805,14.0,15.767639,2012-01-04 00:00:00
8806,13.0,13.380261,2012-01-04 01:00:00
8807,10.0,12.031536,2012-01-04 02:00:00
8808,11.0,11.084199,2012-01-04 03:00:00
8809,18.0,11.250007,2012-01-04 04:00:00
8810,13.0,18.052158,2012-01-04 05:00:00
8811,13.0,16.772003,2012-01-04 06:00:00
8812,15.0,16.436794,2012-01-04 07:00:00
8813,20.0,19.60625,2012-01-04 08:00:00
8814,19.0,19.776674,2012-01-04 09:00:00
8815,16.0,19.12578,2012-01-04 10:00:00
8816,17.0,15.724942,2012-01-04 11:00:00
8817,12.0,18.495708,2012-01-04 12:00:00
8818,25.0,12.057813,2012-01-04 13:00:00
8819,16.0,25.640228,2012-01-04 14:00:00
8820,15.0,17.643248,2012-01-04 15:00:00
8821,21.0,16.927895,2012-01-04 16:00:00
8822,37.0,22.865824,2012-01-04 17:00:00
8823,42.0,39.768513,2012-01-04 18:00:00
8824,55.0,47.098873,2012-01-04 19:00:00
8825,74.0,57.022873,2012-01-04 20:00:00
8826,87.0,76.71217,2012-01-04 21:00:00
8827,86.0,91.39807,2012-01-04 22:00:00
8828,87.0,86.49262,2012-01-04 23:00:00
8829,90.0,87.67463,2012-01-05 00:00:00
8830,89.0,94.83113,2012-01-05 01:00:00
8831,91.0,90.291595,2012-01-05 02:00:00
8832,99.0,92.56459,2012-01-05 03:00:00
8833,150.0,100.70335,2012-01-05 04:00:00
8834,143.0,152.847,2012-01-05 05:00:00
8835,130.0,141.9954,2012-01-05 06:00:00
8836,102.0,124.76963,2012-01-05 07:00:00
8837,96.0,97.48547,2012-01-05 08:00:00
8838,72.0,92.28747,2012-01-05 09:00:00
8839,60.0,65.07218,2012-01-05 10:00:00
8840,70.0,55.818535,2012-01-05 11:00:00
8841,76.0,67.08938,2012-01-05 12:00:00
8842,69.0,71.931786,2012-01-05 13:00:00
8843,53.0,70.116974,2012-01-05 14:00:00
8844,53.0,55.47647,2012-01-05 15:00:00
8845,65.0,58.906704,2012-01-05 16:00:00
8846,86.0,72.135414,2012-01-05 17:00:00
8847,115.0,91.66484,2012-01-05 18:00:00
8848,179.0,123.59445,2012-01-05 19:00:00
8849,235.0,189.85643,2012-01-05 20:00:00
8850,241.0,244.75368,2012-01-05 21:00:00
8851,189.0,240.1739,2012-01-05 22:00:00
8852,161.0,182.4778,2012-01-05 23:00:00
8853,189.0,152.8594,2012-01-06 00:00:00
8854,161.0,186.11815,2012-01-06 01:00:00
8855,161.0,158.60645,2012-01-06 02:00:00
8856,159.0,157.993,2012-01-06 03:00:00
8857,197.0,156.69484,2012-01-06 04:00:00
8858,183.0,201.5338,2012-01-06 05:00:00
8859,172.0,178.47041,2012-01-06 06:00:00
8860,170.0,166.83936,2012-01-06 07:00:00
8861,179.0,163.59099,2012-01-06 08:00:00
8862,194.0,173.8736,2012-01-06 09:00:00
8863,183.0,192.01682,2012-01-06 10:00:00
8864,150.0,172.02025,2012-01-06 11:00:00
8865,87.0,139.67398,2012-01-06 12:00:00
8866,93.0,77.04211,2012-01-06 13:00:00
8867,91.0,90.56146,2012-01-06 14:00:00
8868,67.0,89.80965,2012-01-06 15:00:00
8869,54.0,64.59506,2012-01-06 16:00:00
8870,62.0,54.375996,2012-01-06 17:00:00
8871,56.0,62.687065,2012-01-06 18:00:00
8872,58.0,55.5736,2012-01-06 19:00:00
8873,54.0,58.055557,2012-01-06 20:00:00
8874,51.0,52.95367,2012-01-06 21:00:00
8875,52.0,50.70626,2012-01-06 22:00:00
8876,45.0,51.998898,2012-01-06 23:00:00
8877,45.0,44.785698,2012-01-07 00:00:00
8878,49.0,45.326015,2012-01-07 01:00:00
8879,47.0,49.920555,2012-01-07 02:00:00
8880,40.0,48.45536,2012-01-07 03:00:00
8881,46.0,41.141087,2012-01-07 04:00:00
8882,51.0,48.73047,2012-01-07 05:00:00
8883,49.0,54.563908,2012-01-07 06:00:00
8884,60.0,52.22816,2012-01-07 07:00:00
8885,69.0,63.825985,2012-01-07 08:00:00
8886,66.0,73.19641,2012-01-07 09:00:00
8887,68.0,69.690315,2012-01-07 10:00:00
8888,83.0,71.24932,2012-01-07 11:00:00
8889,132.0,91.35243,2012-01-07 12:00:00
8890,175.0,141.14153,2012-01-07 13:00:00
8891,170.0,185.49492,2012-01-07 14:00:00
8892,172.0,169.95586,2012-01-07 15:00:00
8893,169.0,173.72096,2012-01-07 16:00:00
8894,176.0,169.65472,2012-01-07 17:00:00
8895,175.0,177.69965,2012-01-07 18:00:00
8896,172.0,170.65086,2012-01-07 19:00:00
8897,166.0,168.71355,2012-01-07 20:00:00
8898,171.0,164.07115,2012-01-07 21:00:00
8899,164.0,165.19214,2012-01-07 22:00:00
8900,191.0,163.11142,2012-01-07 23:00:00
8901,171.0,192.67146,2012-01-08 00:00:00
8902,184.0,168.55174,2012-01-08 01:00:00
8903,191.0,184.05177,2012-01-08 02:00:00
8904,169.0,187.48077,2012-01-08 03:00:00
8905,156.0,160.35875,2012-01-08 04:00:00
8906,151.0,147.53116,2012-01-08 05:00:00
8907,120.0,144.67683,2012-01-08 06:00:00
8908,116.0,111.776245,2012-01-08 07:00:00
8909,109.0,110.54753,2012-01-08 08:00:00
8910,111.0,104.38126,2012-01-08 09:00:00
8911,124.0,106.461235,2012-01-08 10:00:00
8912,125.0,119.04775,2012-01-08 11:00:00
8913,151.0,117.84259,2012-01-08 12:00:00
8914,149.0,153.91144,2012-01-08 13:00:00
8915,153.0,147.78969,2012-01-08 14:00:00
8916,152.0,154.58286,2012-01-08 15:00:00
8917,144.0,153.37367,2012-01-08 16:00:00
8918,197.0,145.70973,2012-01-08 17:00:00
8919,181.0,208.55168,2012-01-08 18:00:00
8920,197.0,180.73557,2012-01-08 19:00:00
8921,201.0,201.06035,2012-01-08 20:00:00
8922,211.0,201.68748,2012-01-08 21:00:00
8923,235.0,213.68007,2012-01-08 22:00:00
8924,275.0,238.74132,2012-01-08 23:00:00
8925,289.0,276.05716,2012-01-09 00:00:00
8926,284.0,291.1683,2012-01-09 01:00:00
8927,205.0,275.17044,2012-01-09 02:00:00
8928,146.0,190.91855,2012-01-09 03:00:00
8929,127.0,133.37813,2012-01-09 04:00:00
8930,79.0,119.12679,2012-01-09 05:00:00
8931,63.0,71.94706,2012-01-09 06:00:00
8932,79.0,60.215576,2012-01-09 07:00:00
8933,126.0,78.15709,2012-01-09 08:00:00
8934,100.0,124.72084,2012-01-09 09:00:00
8935,96.0,95.26132,2012-01-09 10:00:00
8936,74.0,88.28378,2012-01-09 11:00:00
8937,77.0,72.62388,2012-01-09 12:00:00
8938,85.0,76.3402,2012-01-09 13:00:00
8939,204.0,88.39,2012-01-09 14:00:00
8940,184.0,218.80002,2012-01-09 15:00:00
8941,177.0,183.58621,2012-01-09 16:00:00
8942,175.0,173.61804,2012-01-09 17:00:00
8943,149.0,172.35205,2012-01-09 18:00:00
8944,180.0,149.01387,2012-01-09 19:00:00
8945,267.0,183.58301,2012-01-09 20:00:00
8946,314.0,276.02817,2012-01-09 21:00:00
8947,350.0,316.99152,2012-01-09 22:00:00
8948,335.0,344.62512,2012-01-09 23:00:00
8949,366.0,322.537,2012-01-10 00:00:00
8950,358.0,350.981,2012-01-10 01:00:00
8951,388.0,349.2138,2012-01-10 02:00:00
8952,433.0,383.59818,2012-01-10 03:00:00
8953,524.0,427.8654,2012-01-10 04:00:00
8954,534.0,516.3132,2012-01-10 05:00:00
8955,501.00003,517.1529,2012-01-10 06:00:00
8956,513.0,487.7181,2012-01-10 07:00:00
8957,491.0,500.3182,2012-01-10 08:00:00
8958,502.0,477.05212,2012-01-10 09:00:00
8959,484.0,491.41678,2012-01-10 10:00:00
8960,494.0,474.75037,2012-01-10 11:00:00
8961,155.0,470.8783,2012-01-10 12:00:00
8962,21.0,94.33261,2012-01-10 13:00:00
8963,21.0,-0.004177609,2012-01-10 14:00:00
8964,19.0,19.48158,2012-01-10 15:00:00
8965,17.0,20.084475,2012-01-10 16:00:00
8966,13.0,17.35946,2012-01-10 17:00:00
8967,15.0,13.8352375,2012-01-10 18:00:00
8968,11.0,17.320059,2012-01-10 19:00:00
8969,12.0,12.576033,2012-01-10 20:00:00
8970,12.0,13.05041,2012-01-10 21:00:00
8971,10.0,13.965259,2012-01-10 22:00:00
8972,18.0,11.90766,2012-01-10 23:00:00
8973,17.0,20.718,2012-01-11 00:00:00
8974,14.0,18.919855,2012-01-11 01:00:00
8975,17.0,16.295877,2012-01-11 02:00:00
8976,13.0,24.223211,2012-01-11 03:00:00
8977,14.0,14.614199,2012-01-11 04:00:00
8978,24.0,18.504585,2012-01-11 05:00:00
8979,25.0,30.8345,2012-01-11 06:00:00
8980,32.0,26.432825,2012-01-11 07:00:00
8981,29.0,35.5013,2012-01-11 08:00:00
8982,53.0,28.947697,2012-01-11 09:00:00
8983,31.0,52.423683,2012-01-11 10:00:00
8984,33.0,28.830156,2012-01-11 11:00:00
8985,47.0,35.483616,2012-01-11 12:00:00
8986,57.0,50.626022,2012-01-11 13:00:00
8987,47.0,60.92351,2012-01-11 14:00:00
8988,46.0,48.58013,2012-01-11 15:00:00
8989,65.0,48.020123,2012-01-11 16:00:00
8990,71.0,68.497185,2012-01-11 17:00:00
8991,68.0,72.69696,2012-01-11 18:00:00
8992,71.0,68.94137,2012-01-11 19:00:00
8993,93.0,72.5988,2012-01-11 20:00:00
8994,120.0,95.393875,2012-01-11 21:00:00
8995,112.0,121.58725,2012-01-11 22:00:00
8996,123.0,111.21513,2012-01-11 23:00:00
8997,138.0,126.81107,2012-01-12 00:00:00
8998,147.0,139.38759,2012-01-12 01:00:00
8999,156.0,146.05493,2012-01-12 02:00:00
9000,169.0,152.2097,2012-01-12 03:00:00
9001,156.0,162.2838,2012-01-12 04:00:00
9002,148.0,150.568,2012-01-12 05:00:00
9003,137.0,142.0135,2012-01-12 06:00:00
9004,146.0,131.9482,2012-01-12 07:00:00
9005,130.0,141.25574,2012-01-12 08:00:00
9006,123.0,124.762535,2012-01-12 09:00:00
9007,126.0,116.91298,2012-01-12 10:00:00
9008,130.0,119.37158,2012-01-12 11:00:00
9009,136.0,123.63018,2012-01-12 12:00:00
9010,149.0,129.5283,2012-01-12 13:00:00
9011,196.0,147.62468,2012-01-12 14:00:00
9012,162.0,196.6857,2012-01-12 15:00:00
9013,160.0,157.00227,2012-01-12 16:00:00
9014,160.0,157.36142,2012-01-12 17:00:00
9015,174.0,164.42642,2012-01-12 18:00:00
9016,144.0,180.7767,2012-01-12 19:00:00
9017,171.0,143.81284,2012-01-12 20:00:00
9018,156.0,176.34871,2012-01-12 21:00:00
9019,230.0,153.7916,2012-01-12 22:00:00
9020,182.0,230.59647,2012-01-12 23:00:00
9021,100.0,171.29822,2012-01-13 00:00:00
9022,60.0,89.89717,2012-01-13 01:00:00
9023,50.0,55.012226,2012-01-13 02:00:00
9024,52.0,48.22249,2012-01-13 03:00:00
9025,57.0,52.202408,2012-01-13 04:00:00
9026,41.0,56.886105,2012-01-13 05:00:00
9027,47.0,39.775864,2012-01-13 06:00:00
9028,44.0,47.27736,2012-01-13 07:00:00
9029,37.0,43.138527,2012-01-13 08:00:00
9030,52.0,36.62629,2012-01-13 09:00:00
9031,46.0,49.667854,2012-01-13 10:00:00
9032,43.0,42.484383,2012-01-13 11:00:00
9033,45.0,39.337063,2012-01-13 12:00:00
9034,45.0,43.62546,2012-01-13 13:00:00
9035,61.0,49.600956,2012-01-13 14:00:00
9036,69.0,67.84617,2012-01-13 15:00:00
9037,66.0,75.74911,2012-01-13 16:00:00
9038,39.0,70.21624,2012-01-13 17:00:00
9039,57.0,40.485607,2012-01-13 18:00:00
9040,72.0,61.024406,2012-01-13 19:00:00
9041,73.0,77.396225,2012-01-13 20:00:00
9042,73.0,76.83249,2012-01-13 21:00:00
9043,91.0,80.01309,2012-01-13 22:00:00
9044,101.0,97.695496,2012-01-13 23:00:00
9045,137.0,103.88603,2012-01-14 00:00:00
9046,133.0,137.90344,2012-01-14 01:00:00
9047,130.0,129.11603,2012-01-14 02:00:00
9048,125.0,125.95041,2012-01-14 03:00:00
9049,125.0,124.8734,2012-01-14 04:00:00
9050,98.0,121.37235,2012-01-14 05:00:00
9051,58.0,98.37498,2012-01-14 06:00:00
9052,42.0,54.7198,2012-01-14 07:00:00
9053,39.0,41.92755,2012-01-14 08:00:00
9054,33.0,38.66185,2012-01-14 09:00:00
9055,0.0,28.317139,2012-01-14 10:00:00
9056,0.0,-2.337346,2012-01-14 11:00:00
9057,0.0,-0.4718981,2012-01-14 12:00:00
9058,0.0,0.061990663,2012-01-14 13:00:00
9059,0.0,1.6846638,2012-01-14 14:00:00
9060,0.0,2.1920302,2012-01-14 15:00:00
9061,0.0,1.352911,2012-01-14 16:00:00
9062,0.0,5.2310944,2012-01-14 17:00:00
9063,0.0,7.357738,2012-01-14 18:00:00
9064,0.0,10.091666,2012-01-14 19:00:00
9065,0.0,9.551711,2012-01-14 20:00:00
9066,0.0,9.03994,2012-01-14 21:00:00
9067,0.0,8.576668,2012-01-14 22:00:00
9068,0.0,8.799739,2012-01-14 23:00:00
9069,0.0,6.9669466,2012-01-15 00:00:00
9070,0.0,4.533137,2012-01-15 01:00:00
9071,0.0,4.823468,2012-01-15 02:00:00
9072,0.0,3.7039554,2012-01-15 03:00:00
9073,0.0,3.4804955,2012-01-15 04:00:00
9074,0.0,4.000261,2012-01-15 05:00:00
9075,0.0,7.3867435,2012-01-15 06:00:00
9076,0.0,6.783506,2012-01-15 07:00:00
9077,0.0,5.2531056,2012-01-15 08:00:00
9078,0.0,5.000169,2012-01-15 09:00:00
9079,0.0,3.957053,2012-01-15 10:00:00
9080,0.0,2.5953877,2012-01-15 11:00:00
9081,0.0,6.451766,2012-01-15 12:00:00
9082,0.0,4.0500503,2012-01-15 13:00:00
9083,0.0,8.217403,2012-01-15 14:00:00
9084,0.0,7.7056518,2012-01-15 15:00:00
9085,0.0,10.568148,2012-01-15 16:00:00
9086,0.0,10.711314,2012-01-15 17:00:00
9087,0.0,9.482221,2012-01-15 18:00:00
9088,0.0,8.38048,2012-01-15 19:00:00
9089,0.0,4.880547,2012-01-15 20:00:00
9090,0.0,3.2234676,2012-01-15 21:00:00
9091,0.0,10.069172,2012-01-15 22:00:00
9092,0.0,3.8531055,2012-01-15 23:00:00
9093,0.0,8.897525,2012-01-16 00:00:00
9094,0.0,3.707379,2012-01-16 01:00:00
9095,0.0,5.5817385,2012-01-16 02:00:00
9096,0.0,8.988438,2012-01-16 03:00:00
9097,0.0,4.0971293,2012-01-16 04:00:00
9098,0.0,5.105735,2012-01-16 05:00:00
9099,0.0,2.8573353,2012-01-16 06:00:00
9100,0.0,2.8849094,2012-01-16 07:00:00
9101,0.0,3.6493115,2012-01-16 08:00:00
9102,0.0,3.4216664,2012-01-16 09:00:00
9103,0.0,2.1378758,2012-01-16 10:00:00
9104,0.0,2.9721377,2012-01-16 11:00:00
9105,0.0,7.853442,2012-01-16 12:00:00
9106,0.0,4.35451,2012-01-16 13:00:00
9107,0.0,9.025231,2012-01-16 14:00:00
9108,0.0,8.928626,2012-01-16 15:00:00
9109,0.0,10.300495,2012-01-16 16:00:00
9110,0.0,11.111954,2012-01-16 17:00:00
9111,0.0,8.403715,2012-01-16 18:00:00
9112,0.0,6.4231367,2012-01-16 19:00:00
9113,0.0,2.4780722,2012-01-16 20:00:00
9114,0.0,8.413273,2012-01-16 21:00:00
9115,0.0,6.6181126,2012-01-16 22:00:00
9116,0.0,9.19227,2012-01-16 23:00:00
9117,0.0,6.3067675,2012-01-17 00:00:00
9118,0.0,4.561898,2012-01-17 01:00:00
9119,0.0,3.1715636,2012-01-17 02:00:00
9120,0.0,3.1581445,2012-01-17 03:00:00
9121,0.0,8.019677,2012-01-17 04:00:00
9122,0.0,8.097273,2012-01-17 05:00:00
9123,0.0,6.478354,2012-01-17 06:00:00
9124,0.0,5.497172,2012-01-17 07:00:00
9125,0.0,7.479155,2012-01-17 08:00:00
9126,0.0,3.959978,2012-01-17 09:00:00
9127,0.0,7.3509154,2012-01-17 10:00:00
9128,0.0,4.2189236,2012-01-17 11:00:00
9129,254.0,4.0041595,2012-01-17 12:00:00
9130,281.0,261.3272,2012-01-17 13:00:00
9131,301.0,287.64014,2012-01-17 14:00:00
9132,285.0,302.54205,2012-01-17 15:00:00
9133,304.0,284.31714,2012-01-17 16:00:00
9134,309.0,305.29498,2012-01-17 17:00:00
9135,308.0,308.4485,2012-01-17 18:00:00
9136,338.0,308.24695,2012-01-17 19:00:00
9137,416.0,337.8363,2012-01-17 20:00:00
9138,398.0,416.44998,2012-01-17 21:00:00
9139,385.0,390.84885,2012-01-17 22:00:00
9140,348.0,377.95453,2012-01-17 23:00:00
9141,332.0,339.41656,2012-01-18 00:00:00
9142,339.0,327.05746,2012-01-18 01:00:00
9143,344.0,338.95834,2012-01-18 02:00:00
9144,353.0,343.48395,2012-01-18 03:00:00
9145,385.0,349.79965,2012-01-18 04:00:00
9146,394.0,380.03104,2012-01-18 05:00:00
9147,401.0,383.57523,2012-01-18 06:00:00
9148,393.0,387.48465,2012-01-18 07:00:00
9149,381.0,379.58054,2012-01-18 08:00:00
9150,384.0,366.69675,2012-01-18 09:00:00
9151,372.0,370.5028,2012-01-18 10:00:00
9152,370.0,355.69232,2012-01-18 11:00:00
9153,345.0,353.62018,2012-01-18 12:00:00
9154,359.0,335.95816,2012-01-18 13:00:00
9155,382.0,355.4704,2012-01-18 14:00:00
9156,412.0,381.3973,2012-01-18 15:00:00
9157,440.0,414.9522,2012-01-18 16:00:00
9158,436.0,442.0031,2012-01-18 17:00:00
9159,450.0,431.55902,2012-01-18 18:00:00
9160,456.0,445.74802,2012-01-18 19:00:00
9161,469.0,448.17816,2012-01-18 20:00:00
9162,450.0,462.44498,2012-01-18 21:00:00
9163,458.0,438.06375,2012-01-18 22:00:00
9164,446.0,451.07132,2012-01-18 23:00:00
9165,437.0,438.67072,2012-01-19 00:00:00
9166,460.0,430.80173,2012-01-19 01:00:00
9167,503.00003,457.45886,2012-01-19 02:00:00
9168,558.0,500.77512,2012-01-19 03:00:00
9169,486.0,554.5227,2012-01-19 04:00:00
9170,441.0,464.47446,2012-01-19 05:00:00
9171,388.0,417.49036,2012-01-19 06:00:00
9172,351.0,366.26697,2012-01-19 07:00:00
9173,348.0,332.2704,2012-01-19 08:00:00
9174,390.0,334.30206,2012-01-19 09:00:00
9175,405.0,389.44846,2012-01-19 10:00:00
9176,380.0,397.89536,2012-01-19 11:00:00
9177,373.0,366.0418,2012-01-19 12:00:00
9178,379.0,364.03104,2012-01-19 13:00:00
9179,387.0,372.92654,2012-01-19 14:00:00
9180,378.0,385.7871,2012-01-19 15:00:00
9181,399.0,373.299,2012-01-19 16:00:00
9182,414.0,397.06213,2012-01-19 17:00:00
9183,419.0,410.06815,2012-01-19 18:00:00
9184,436.0,413.65756,2012-01-19 19:00:00
9185,436.0,430.85046,2012-01-19 20:00:00
9186,459.0,429.2281,2012-01-19 21:00:00
9187,494.0,452.97086,2012-01-19 22:00:00
9188,522.0,487.7389,2012-01-19 23:00:00
9189,479.0,512.6087,2012-01-20 00:00:00
9190,315.0,460.15442,2012-01-20 01:00:00
9191,121.0,279.83618,2012-01-20 02:00:00
9192,49.0,82.386475,2012-01-20 03:00:00
9193,52.0,34.282013,2012-01-20 04:00:00
9194,47.0,47.315365,2012-01-20 05:00:00
