SDCDEALNUMBER,CEO_TARGET,Date Announced,Date Effective,CIK_ACQUIRER,cik,surname,year_ann
1621364020,sang s. wang,1/12/04,11/5/05,883241,1157624,wang,2004
1624354020,thomas b. selfridge,17/5/04,8/2/05,835403,742685,selfridge,2004
1627515020,alfred j. amoroso,27/12/04,1/4/05,749251,1000015,amoroso,2004
1632802020,william j. elsner,18/1/05,15/6/05,1284698,887949,elsner,2005
1634285020,ketan d. kothari,25/1/05,27/6/05,1030484,1264388,kothari,2005
1635132020,james marshall kilts,28/1/05,1/10/05,80424,41499,kilts,2005
1635161020,jeff l. odell,27/1/05,15/2/06,1094392,1063527,odell,2005
1641144020,samuel k. skinner,27/2/05,24/5/05,716006,881791,skinner,2005
1647764020,daniel a. pelak,4/3/05,3/6/05,200406,1016006,pelak,2005
1649091020,timothy c. brown,9/3/05,1/7/05,916459,97886,brown,2005
1651827020,nicholas l. teti,21/3/05,0/1/00,859368,109831,teti,2005
1651910020,patti s. hart,21/3/05,9/8/05,896841,774695,hart,2005
1653298020,neil m. leibman,28/3/05,17/6/05,753308,821113,leibman,2005
1655190020,robert l. cavnar,4/4/05,28/7/05,1059324,319459,cavnar,2005
1663652020,ronald l. marsiglio,10/5/05,13/7/05,709519,851560,marsiglio,2005
1668644020,daniel t. ciporin,1/6/05,30/8/05,1065088,1108482,ciporin,2005
1668706020,john a. williams,1/6/05,1/8/05,1274057,1010397,williams,2005
1669127020,john h. fisher,1/6/05,16/9/05,94887,49401,fisher,2005
1670620020,joshua pickus,9/6/05,29/7/05,356028,1076641,pickus,2005
1674381020,leonard s. jacob,23/6/05,30/9/05,1009356,929547,jacob,2005
1682975020,charles w. jepson,28/7/05,26/10/05,768262,1051490,jepson,2005
1687452020,patrick clawson,18/8/05,12/1/06,1001916,927133,clawson,2005
1688600020,c. david myers,24/8/05,9/12/05,53669,790160,myers,2005
1692716020,john michael lawrie,12/9/05,31/1/06,1341439,1006835,lawrie,2005
1694877020,heinrich gugger,19/9/05,20/12/05,716646,1057217,gugger,2005
1695629020,gerald a. potthoff,21/9/05,31/1/06,28630,772891,potthoff,2005
1699749020,leon navickas,5/10/05,1/2/06,1070380,1096658,navickas,2005
1702043020,charles c. stephenson,13/10/05,30/1/06,797468,809428,stephenson,2005
1702915020,donald g. smith,18/10/05,12/4/06,1022671,84278,smith,2005
1703727020,reynolds c. bish,20/10/05,30/12/05,790070,909276,bish,2005
1708817020,ronald l. marsiglio,2/11/05,27/1/06,1094285,11390,marsiglio,2005
1712792020,ayman sabi,17/11/05,0/1/00,1017156,1019376,sabi,2005
1713289020,gary d. forsee,21/11/05,1/2/06,101830,1097722,forsee,2005
1714037020,david r. dowsett,21/11/05,2/6/06,790228,943736,dowsett,2005
1719675020,bobby s. shackouls,12/12/05,31/3/06,78214,833320,shackouls,2005
1720042020,joseph m. kampf,13/12/05,8/6/06,40533,1090709,kampf,2005
1720349020,mayo a. shattuck,18/12/05,0/1/00,753308,1004440,shattuck,2005
1723850020,michael w. johnson,27/12/05,0/1/00,1125052,879684,johnson,2005
1726780020,thomas i. morgan,10/1/06,31/3/06,354950,49029,morgan,2006
1731568020,george k. heinrichs,29/1/06,4/4/06,1024657,924505,heinrichs,2006
1733433020,donald f. detampel,6/2/06,31/3/06,1024657,1046832,detampel,2006
1734353020,joseph k. krivickas,7/2/06,20/4/06,853273,894572,krivickas,2006
1737035020,antoine dominic,20/2/06,0/1/00,21510,873603,dominic,2006
1739503020,mark f. oconnell,1/3/06,11/5/06,1016118,786998,oconnell,2006
1742262020,alan p. cohen,13/3/06,6/11/06,884629,911755,cohen,2006
1742780020,timothy p. bacci,14/3/06,0/1/00,1125052,880562,bacci,2006
1748540020,kenneth a. sloan,3/4/06,28/11/06,89089,845577,sloan,2006
1754145020,james w. christmas,21/4/06,12/7/06,1059324,832820,christmas,2006
1756341020,paul e. fulchino,1/5/06,20/9/06,12927,701650,fulchino,2006
1756906020,peter h. van oppen,2/5/06,22/8/06,709283,770403,oppen,2006
1764281020,ralph e. faison,31/5/06,0/1/00,61478,317093,faison,2006
1767710020,irvin toole,12/6/06,15/11/06,1070423,1168397,toole,2006
1768800020,donald speer,15/6/06,21/12/06,353944,318291,speer,2006
1773127020,arthur w. coviello,29/6/06,18/9/06,790070,932064,coviello,2006
1774498020,albert w. van ness,5/7/06,18/8/06,1002902,1000779,ness,2006
1774816020,s. scott harding,5/7/06,2/3/07,883293,801622,harding,2006
1775218020,david wayne stevens,8/7/06,2/7/07,67716,18072,stevens,2006
1775403020,thomas m. patrick,6/7/06,21/2/07,916863,77385,patrick,2006
1783172020,john a. kelley,7/8/06,29/1/07,1009626,731502,kelley,2006
1783292020,william a. mcdonnell,7/8/06,15/11/06,729217,893046,mcdonnell,2006
1783783020,lee d. roberts,9/8/06,12/10/06,51143,706015,roberts,2006
1791422020,ren j. robichaud,10/9/06,1/12/06,879933,745026,robichaud,2006
1796080020,william l. jenkins,22/9/06,12/12/06,886835,839871,jenkins,2006
1798841020,barry p. korn,2/10/06,4/12/06,890801,1164552,korn,2006
1801447020,jack l. waterman,12/10/06,20/2/07,1056386,789851,waterman,2006
1802016020,william m. lasky,15/10/06,8/12/06,775158,216275,lasky,2006
1802380020,paul n. clark,16/10/06,29/1/07,59478,874294,clark,2006
1802384020,allen j. berning,17/10/06,8/1/07,863436,924829,berning,2006
1802401020,david r. huber,17/10/06,3/1/07,794323,1060490,huber,2006
1804521020,t. curtis holmes,23/10/06,31/12/06,1341439,916704,holmes,2006
1809203020,gary johnson,6/11/06,5/1/07,1045810,1297633,johnson,2006
1810232020,leonard e. moodispaw,8/11/06,25/1/07,1133421,355199,moodispaw,2006
1810645020,danong chen,9/11/06,2/8/07,318771,1099414,chen,2006
1813328020,frank litvack,16/11/06,1/2/07,200406,1108271,litvack,2006
1813496020,j. steven whisler,19/11/06,19/3/07,831259,78066,whisler,2006
1824340020,auria,21/12/06,30/3/07,68505,878436,auria,2006
1825404020,bruce v. thomas,27/12/06,7/3/07,920321,745274,thomas,2006
1828090020,sebastian cassetta,5/1/07,31/7/07,1053676,1016613,cassetta,2007
1828198020,william g. hargett,7/1/07,6/6/07,38079,1015293,hargett,2007
1830822020,alan n. stillman,16/1/07,0/1/00,908652,1137047,stillman,2007
1841203020,john daniel baker,19/2/07,16/11/07,1396009,37651,baker,2007
1843578020,john t. standley,27/2/07,3/12/07,43300,95585,standley,2007
1865697020,ralph schmitt,8/5/07,25/8/07,753568,1007800,schmitt,2007
1867513020,phillip a. harris,14/5/07,12/7/07,32604,1111721,harris,2007
1868950020,brian p. mcandrews,18/5/07,13/8/07,789019,1071806,mcandrews,2007
1886813020,tommy a. valenta,10/7/07,14/9/07,833546,1319048,valenta,2007
1888628020,paul g. van wagenen,17/7/07,6/11/07,891456,230463,wagenen,2007
1890551020,carl g. anderson,23/7/07,1/10/07,96943,886046,anderson,2007
1890589020,klaus p. besier,23/7/07,1/10/07,47217,894743,besier,2007
1895802020,james merselis,6/8/07,7/11/07,1145460,1127393,merselis,2007
1935163020,michael mcshane,17/12/07,21/4/08,1021860,1097313,mcshane,2007
1946032020,d. frank harrison,24/1/08,0/1/00,3982,1328650,harrison,2008
1946927020,parker h. petit,28/1/08,9/5/08,1145460,1007228,petit,2008
1954361020,clifton l. cooke,21/2/08,30/6/08,1069258,96057,cooke,2008
1962538020,gary meyers,20/3/08,16/5/08,883241,1027362,meyers,2008
1973808020,michael j. soenen,30/4/08,26/8/08,355999,1283157,soenen,2008
1976160020,patrick vogt,8/5/08,2/10/08,934448,919794,vogt,2008
1986192020,tony l. white,12/6/08,21/11/08,1073431,77551,white,2008
1986728020,john j. zillmer,23/6/08,5/12/08,1060391,848865,zillmer,2008
1994239020,michael grey,8/7/08,21/8/08,59478,1125603,grey,2008
1995199020,craig a. rogerson,11/7/08,13/11/08,7694,46989,rogerson,2008
1996228020,james f. roberts,16/7/08,,764065,1301063,roberts,2008
2003484020,jackson l. wilson,11/8/08,0/1/00,1006892,1009304,wilson,2008
2014808020,leslie j. browne,24/9/08,23/12/08,886163,1273013,browne,2008
2044727020,bernard j. poussot,26/1/09,15/10/09,78003,5187,poussot,2009
2052527020,richard m. noling,23/2/09,3/4/09,753568,1065246,noling,2009
2055967020,kenneth c. frazier,9/3/09,3/11/09,310158,310158,frazier,2009
2066578020,jonathan i. schwartz,20/4/09,27/1/10,1341439,709519,schwartz,2009
2066957020,craig t. davenport,21/4/09,27/7/09,895810,1003464,davenport,2009
2078120020,eugene jennings,1/6/09,20/7/09,944765,1268904,jennings,2009
2078405020,john u. clarke,2/6/09,19/11/09,941548,1057693,clarke,2009
2103690020,james w. stewart,31/8/09,28/4/10,808362,864328,stewart,2009
2123646020,jon s. brumley,1/11/09,10/3/10,945764,1125057,brumley,2009
2124946020,jackson l. wilson,5/11/09,28/1/10,1006892,1009304,wilson,2009
2147628020,thomas clayton schievelbein,18/1/10,14/5/10,833444,1436040,schievelbein,2010
2157465020,john yearwood,21/2/10,27/8/10,87347,721083,yearwood,2010
2172926020,jerry winchester,10/4/10,17/9/10,45012,833845,winchester,2010
2175054020,joey a. jacobs,17/5/10,15/11/10,352915,829608,jacobs,2010
2179073020,michael d. dale,29/4/10,12/8/10,64670,824068,dale,2010
2180886020,john t. buhler,5/5/10,6/7/10,9892,1097136,buhler,2010
2181955020,o. joe caldarelli,10/5/10,0/1/00,23197,1515003,caldarelli,2010
2183255020,richard j. faleschini,13/5/10,10/9/10,856982,919015,faleschini,2010
2186113020,robert a. lefton,24/5/10,17/8/10,1096142,1129623,lefton,2010
2188803020,kevin hell,2/6/10,8/10/10,916235,1342960,hell,2010
2191624020,forrest e. wylie,11/6/10,19/11/10,805022,1359055,wylie,2010
2201069020,john t. kilcoyne,12/7/10,27/9/10,200406,1028318,kilcoyne,2010
2210871020,peter a. thompson,12/8/10,28/10/10,1367644,1298521,thompson,2010
2211145020,robert c. flexon,13/8/10,0/1/00,1013871,1379895,flexon,2010
2211884020,sam owusu-akyaw,17/8/10,17/11/10,64670,874734,owusu-akyaw,2010
2217854020,w. randall fowler,7/9/10,22/11/10,1061219,1324592,fowler,2010
2223711020,vincent james marino,27/9/10,10/5/11,217410,1368457,marino,2010
2223873020,robert l. fornaro,27/9/10,2/5/11,92380,948846,fornaro,2010
2223942020,david m. engert,27/9/10,22/12/10,1361579,1292470,engert,2010
2225043020,joseph p. keithley,29/9/10,8/12/10,313616,54991,keithley,2010
2225277020,philippe tartavull,29/9/10,4/8/11,1312073,1045769,tartavull,2010
2226305020,gifford a. dieterle,1/10/10,8/4/11,1078217,726845,dieterle,2010
2230616020,thomas j. may,18/10/10,10/4/12,205716,13372,may,2010
2235726020,louis a. raspino,7/2/11,31/5/11,314808,833081,raspino,2011
2246627020,russ m. strobel,7/12/10,9/12/11,1004155,72020,strobel,2010
2253964020,michael p. windisch,27/12/10,13/4/11,1335190,746834,windisch,2010
2269097020,d. scott mercer,10/1/11,0/1/00,93384,1069353,mercer,2011
2273246020,patrick j. moore,23/1/11,27/5/11,230498,94610,moore,2011
2278471020,john h. short,8/2/11,1/6/11,1060009,812191,short,2011
2286245020,kevin r. evans,3/3/11,1/7/11,53669,944947,evans,2011
2294228020,richard a. southworth,28/3/11,1/6/11,1081078,92769,southworth,2011
2296901020,craig e. labarge,4/4/11,28/6/11,30305,57139,labarge,2011
2302205020,paul m. barbas,20/4/11,28/11/11,874761,787250,barbas,2011
2309478020,paul g. casner ,16/5/11,28/7/11,1069258,718130,casner,2011
2319582020,george l. lindemann,16/6/11,26/3/12,1276187,203248,lindemann,2011
2330697020,david b. snow,21/7/11,2/4/12,885721,1170650,snow,2011
2335721020,jonah shacknai,3/9/12,11/12/12,885590,859368,shacknai,2012
2370760020,richard w. kramp,13/12/11,14/2/12,10456,780127,kramp,2011
2371372020,richard s. hill,14/12/11,4/6/12,707549,836106,hill,2011
2383403020,jeffry n. quinn,27/1/12,2/7/12,915389,1043382,quinn,2012
2383719020,dominic j. pileggi,30/1/12,16/5/12,1091587,97854,pileggi,2012
2403371020,mikel h. williams,4/4/12,1/6/12,1101169,1104252,williams,2012
2417111040,kirk s. hachigian,21/5/12,30/11/12,31277,1141982,hachigian,2012
2417514020,robert j. farrell,22/5/12,14/8/12,29669,1080224,farrell,2012
2417538020,robert m. calderoni,22/5/12,1/10/12,1000184,1084755,calderoni,2012
2421419020,richard j. braun,4/6/12,1/8/12,920148,739944,braun,2012
2435729020,matthew m. oconnell,23/7/12,31/1/13,1208208,1040570,oconnell,2012
2440795020,peter c. wallace,9/8/12,20/2/13,1021860,84290,wallace,2012
2441300020,thomas connerty,10/8/12,28/2/13,1298095,1094058,connerty,2012
2444904020,nooruddin s. karsan,27/8/12,4/12/12,51143,1114714,karsan,2012
2462157020,victoria m. holt,24/10/12,13/3/13,1122976,77597,holt,2012
2475617020,allen j. lauer,9/12/12,17/9/13,773840,1044590,lauer,2012
2478767020,william turnbull kerr,18/12/12,30/9/13,864640,109758,kerr,2012
2484499020,andrew j. hurd,7/1/13,12/3/13,1131096,1096738,hurd,2013
2491358020,r. bruce northcutt,29/1/13,1/5/13,888228,1297067,northcutt,2013
2492905020,andrew d. ory,4/2/13,28/3/13,1341439,1130258,ory,2013
2495783020,thomas w. dickson,9/7/13,28/1/14,56873,85704,dickson,2013
2498334020,mark e. ellis,21/2/13,16/12/13,1549756,778438,ellis,2013
2500423020,paul v. campanelli,30/7/13,23/10/13,912183,1142576,campanelli,2013
2515137020,raymond j. de hont,22/4/13,27/8/13,3197,65201,hont,2013
2519588020,scott d. sheffield,7/5/13,17/12/13,1038357,1407463,sheffield,2013
2525556020,thomas m. kitchen,29/5/13,23/12/13,89089,878522,kitchen,2013
2532370020,charles n. martin,24/6/13,1/10/13,70318,1045829,martin,2013
2563518020,anthony j. conway,4/9/13,14/11/13,9892,868368,conway,2013
2579070020,greg l. armstrong,22/10/13,31/12/13,1070423,1481506,armstrong,2013
2607013020,eugene g. banucci,4/2/14,30/4/14,1101302,912841,banucci,2014
2611435020,june s. almenoff,28/4/14,2/7/14,38074,1484478,almenoff,2014
2619000020,david a. schawk,17/3/14,29/7/14,63296,719164,schawk,2014
2632101020,sam l. susser,28/4/14,29/8/14,1012569,1361709,susser,2014
2632713020,joseph m. rigby,30/4/14,23/3/16,1109357,1135971,rigby,2014
2637619020,a. dale mayo,15/5/14,15/8/14,799088,1510326,mayo,2014
2646102040,jos e. almeida,15/6/14,26/1/15,64670,1385187,almeida,2014
2648906020,charles alvin schrock,23/6/14,29/6/15,783325,916863,schrock,2014
2651883020,john w. finke,30/6/14,16/10/14,1304421,766561,finke,2014
2655375020,martin m. koffel,13/7/14,17/10/14,868857,102379,koffel,2014
2658257020,alan l smith,24/7/14,19/11/14,1357371,1502012,smith,2014
2660130020,steven j. smith,30/7/14,1/4/15,832428,54056,smith,2014
2665285020,howard r. levine,18/8/14,0/1/00,29534,34408,levine,2014
2673697020,laurent lenoir,11/9/14,5/12/14,915389,1547063,lenoir,2014
2673763020,john giuliani,11/9/14,10/12/14,1101215,1080034,giuliani,2014
2678607020,robert j. greczyn,25/9/14,20/11/14,920148,1168197,greczyn,2014
2681208020,anne-marie ainsworth,1/10/14,13/2/15,1061219,1516007,ainsworth,2014
2685880020,thomas d. malkoski,15/10/14,11/3/15,1046257,739608,malkoski,2014
2690257020,jack e. stover,29/10/14,0/1/00,707388,1054102,stover,2014
2701755020,constance h. lau,3/12/14,,753308,354707,lau,2014
